match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
SP1_20260124_VALENCIA_ESPANOL,2025/26,2026-01-24,,Alejandro Hernández Hernández,Valencia,Espanol,3,2,10,16,5,6,2,7,13,10,1,5,0,0,full_time
SP1_20260124_SEVILLA_ATHBILBA,2025/26,2026-01-24,,Francisco Hernández Maeso,Sevilla,Ath Bilbao,2,1,10,15,7,3,5,5,16,12,2,1,0,0,full_time
SP1_20260124_VILLARRE_REALMADR,2025/26,2026-01-24,,César Soto Grado,Villarreal,Real Madrid,0,2,8,14,1,4,6,6,19,10,3,1,0,0,full_time
SP1_20260125_ATHMADRI_MALLORCA,2025/26,2026-01-25,,José Sánchez Martínez,Ath Madrid,Mallorca,3,0,17,6,8,1,10,3,10,7,2,1,0,0,full_time
SP1_20260125_BARCELON_OVIEDO,2025/26,2026-01-25,,Juan Martínez Munuera,Barcelona,Oviedo,3,0,15,12,7,3,10,1,8,21,1,2,0,0,full_time
SP1_20260125_SOCIEDAD_CELTA,2025/26,2026-01-25,,Javier Alberola Rojas,Sociedad,Celta,3,1,10,17,4,4,2,9,7,13,1,1,1,0,full_time
SP1_20260125_ALAVES_BETIS,2025/26,2026-01-25,,Miguel Ortiz Arias,Alaves,Betis,2,1,17,18,9,4,6,4,17,11,1,1,0,0,full_time
SP1_20260126_GIRONA_GETAFE,2025/26,2026-01-26,,Alejandro Quintero González,Girona,Getafe,1,1,12,8,4,2,3,4,13,15,5,3,0,0,full_time
SP1_20260130_ESPANOL_ALAVES,2025/26,2026-01-30,,Miguel Sesma Espinosa,Espanol,Alaves,1,2,10,11,3,7,4,2,15,15,0,1,0,0,full_time
SP1_20260131_OVIEDO_GIRONA,2025/26,2026-01-31,,Javier Alberola Rojas,Oviedo,Girona,1,0,8,9,4,1,4,4,12,16,1,1,0,0,full_time
SP1_20260131_OSASUNA_VILLARRE,2025/26,2026-01-31,,Ricardo de Burgos,Osasuna,Villarreal,2,2,15,5,5,4,6,2,15,7,2,2,0,0,full_time
SP1_20260131_LEVANTE_ATHMADRI,2025/26,2026-01-31,,Víctor García Verdura,Levante,Ath Madrid,0,0,10,10,2,4,4,7,11,12,2,1,0,0,full_time
SP1_20260131_ELCHE_BARCELON,2025/26,2026-01-31,,Alejandro Muñiz Ruiz,Elche,Barcelona,1,3,9,30,3,8,2,8,15,9,2,1,0,0,full_time
SP1_20260201_REALMADR_VALLECAN,2025/26,2026-02-01,,Isidro Díaz de Mera,Real Madrid,Vallecano,2,1,16,11,6,4,9,4,6,18,2,8,0,2,full_time
SP1_20260201_BETIS_VALENCIA,2025/26,2026-02-01,,José Sánchez Martínez,Betis,Valencia,2,1,14,15,2,4,3,5,15,13,0,4,0,0,full_time
SP1_20260201_GETAFE_CELTA,2025/26,2026-02-01,,Iosu Galech Apezteguía,Getafe,Celta,0,0,9,5,2,1,5,3,16,14,1,2,0,0,full_time
SP1_20260201_ATHBILBA_SOCIEDAD,2025/26,2026-02-01,,Guillermo Cuadra Fernández,Ath Bilbao,Sociedad,1,1,19,9,4,6,6,3,14,14,4,2,0,1,full_time
